entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label
DEV-0163,edge_device,2024-01-17T14:16:01,163.140.64.161,AF-South,/api/logs,token,5.7,"connect,heartbeat,disconnect",Windows-11/22H2|73:b1:91:28:80:64,normal
SVC-0002,service_account,2024-01-17T14:33:09,40.110.172.27,AP-South,/api/audit,certificate,67.86,"login,upload,verify,logout",Ubuntu-22.04/x86_64|8e:03:51:d8:ae:8e,normal
DEV-0162,edge_device,2024-01-17T15:10:42,78.84.82.83,AF-South,/db/read,certificate,101.12,"login,upload,verify,logout",macOS-14.2/ARM64|5d:42:dd:1c:3f:4e,normal
DEV-0104,edge_device,2024-01-17T15:28:28,71.74.66.139,ME-Central,/api/tokens,password,100.06,"login,search,view,logout",iOS-17.2/ARM64|6a:6e:77:a8:4b:01,normal
USR-0066,user,2024-01-17T16:44:20,164.251.52.224,ME-Central,/api/tokens,biometric,102.24,"login,read,read,logout",RHEL-9.3/x86_64|40:8c:17:1b:95:40,normal
SVC-0056,service_account,2024-01-17T17:09:11,20.124.52.179,AP-East,/api/settings,token,9.92,"login,view,logout",iOS-17.2/ARM64|37:0d:9f:c0:cb:65,normal
SVC-0030,service_account,2024-01-17T17:12:00,42.226.218.144,US-West,/network/scan,biometric,67.57,"login,view,logout",ChromeOS-120/x86_64|8d:16:01:aa:42:86,normal
DEV-0126,edge_device,2024-01-18T03:03:40,113.34.240.114,CA-Central,/api/deploy,certificate,48.74,"login,search,view,logout",ChromeOS-120/x86_64|fc:ed:e5:a5:a1:4d,normal
USR-0061,user,2024-01-18T04:00:52,133.97.43.62,SA-East,/api/audit,certificate,81.14,"login,upload,verify,logout",FW-EdgeOS-3.1|b5:84:ae:8f:8d:05,normal
SVC-0007,service_account,2024-01-18T04:06:15,17.108.161.55,ME-Central,/api/data-export,biometric,28.65,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|1c:75:10:a1:cd:89,normal
DEV-0012,edge_device,2024-01-18T04:26:56,96.82.0.154,SA-East,/api/data-export,biometric,45.63,"login,read,read,logout",macOS-14.2/ARM64|86:5b:36:98:65:4e,normal
DEV-0054,edge_device,2024-01-18T04:42:44,160.78.122.33,AF-South,/db/read,sso,24.65,"connect,heartbeat,disconnect",macOS-14.2/ARM64|23:14:0f:7e:66:0a,normal
SVC-0169,service_account,2024-01-18T05:01:13,196.81.255.132,CA-Central,/api/reports,biometric,124.59,"connect,heartbeat,disconnect",Windows-11/22H2|d6:7f:51:a7:a0:61,normal
DEV-0019,edge_device,2024-01-18T05:10:26,64.98.97.138,US-East,/api/logs,sso,123.52,"login,read,read,logout",ChromeOS-120/x86_64|1b:32:1f:ce:ad:37,normal
USR-0068,user,2024-01-18T05:23:09,208.155.43.64,EU-West,/network/scan,biometric,79.34,"login,read,read,logout",IoT-RTOS-2.4|cd:fb:25:1b:4d:4c,normal
DEV-0028,edge_device,2024-01-18T05:33:05,30.54.79.70,CA-Central,/api/payments,token,72.68,"login,read,read,logout",Ubuntu-22.04/x86_64|9a:04:99:35:44:87,normal
SVC-0043,service_account,2024-01-18T05:46:34,103.124.75.168,AP-East,/db/write,certificate,67.93,"connect,heartbeat,disconnect",macOS-14.2/ARM64|25:e9:d4:63:c4:fd,normal
SVC-0186,service_account,2024-01-18T05:49:55,215.90.18.215,SA-East,/api/audit,password,40.44,"login,view,logout",ChromeOS-120/x86_64|1e:2d:76:13:59:d5,normal
SVC-0111,service_account,2024-01-18T06:05:08,213.43.47.111,AP-South,/api/audit,password,114.51,"login,read,read,logout",Ubuntu-22.04/x86_64|82:bf:4e:f2:22:2e,normal
SVC-0159,service_account,2024-01-18T06:09:28,7.184.188.120,AP-South,/api/tokens,password,122.35,"login,search,view,logout",Ubuntu-22.04/x86_64|72:3e:66:47:79:fc,normal
USR-0100,user,2024-01-18T06:10:03,151.79.212.168,US-East,/db/admin,certificate,33.52,"login,upload,verify,logout",RHEL-9.3/x86_64|78:45:c6:e8:bd:d6,normal
SVC-0073,service_account,2024-01-18T06:11:20,113.63.239.177,AP-East,/storage/download,sso,83.99,"login,read,read,logout",FW-EdgeOS-3.1|48:24:1e:54:9d:93,normal
SVC-0188,service_account,2024-01-18T06:12:53,85.83.234.166,AP-East,/storage/upload,password,1.21,"login,read,read,logout",RHEL-9.3/x86_64|fc:44:ef:8b:62:39,normal
SVC-0064,service_account,2024-01-18T06:15:00,81.61.94.50,US-West,/api/payments,sso,79.64,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|8a:9c:80:76:3d:62,normal
USR-0081,user,2024-01-18T06:16:06,121.124.233.142,AP-South,/storage/upload,biometric,49.04,"login,read,read,logout",FW-EdgeOS-3.1|4e:ff:95:8b:d4:f7,normal
DEV-0051,edge_device,2024-01-18T06:31:44,152.13.42.165,AF-South,/db/admin,sso,30.61,"login,upload,verify,logout",Android-14/ARM64|cf:54:ef:41:0d:c9,normal
DEV-0126,edge_device,2024-01-18T06:31:57,113.34.240.114,CA-Central,/api/deploy,certificate,33.97,"login,upload,verify,logout",ChromeOS-120/x86_64|fc:ed:e5:a5:a1:4d,normal
DEV-0085,edge_device,2024-01-18T06:37:22,217.225.51.135,EU-West,/api/audit,biometric,75.09,"login,upload,verify,logout",FW-EdgeOS-3.1|4d:fd:12:40:a9:33,normal
DEV-0049,edge_device,2024-01-18T06:37:41,193.199.214.138,EU-West,/ssh/connect,token,10.28,"connect,heartbeat,disconnect",RHEL-9.3/x86_64|0a:c2:f4:03:b4:98,normal
USR-0039,user,2024-01-18T06:52:23,142.65.98.108,EU-Central,/api/configs,certificate,59.66,"login,search,view,logout",macOS-14.2/ARM64|99:9e:d1:a7:ce:97,normal
DEV-0011,edge_device,2024-01-18T06:55:29,41.232.1.245,US-West,/api/configs,biometric,21.94,"login,upload,verify,logout",Windows-11/22H2|3a:88:ae:39:96:de,normal
SVC-0169,service_account,2024-01-18T07:00:21,196.81.255.132,CA-Central,/api/settings,biometric,126.15,"login,read,read,logout",Windows-11/22H2|d6:7f:51:a7:a0:61,normal
DEV-0049,edge_device,2024-01-18T07:12:22,193.199.214.138,EU-West,/storage/delete,token,20.15,"login,view,logout",RHEL-9.3/x86_64|0a:c2:f4:03:b4:98,normal
SVC-0182,service_account,2024-01-18T07:17:47,198.74.148.11,AF-South,/storage/upload,password,121.65,"connect,heartbeat,disconnect",macOS-14.2/ARM64|8c:93:3e:c2:ca:b0,normal
USR-0121,user,2024-01-18T07:21:52,112.9.235.236,US-West,/api/configs,token,6.59,"login,read,read,logout",iOS-17.2/ARM64|c2:75:b5:24:cb:15,normal
DEV-0012,edge_device,2024-01-18T07:30:13,96.82.0.154,SA-East,/db/write,biometric,24.06,"login,read,read,logout",macOS-14.2/ARM64|86:5b:36:98:65:4e,normal
DEV-0103,edge_device,2024-01-18T07:34:03,202.105.35.213,US-East,/api/reports,token,95.05,"login,search,view,logout",Windows-11/22H2|6c:0a:19:aa:7c:40,normal
SVC-0084,service_account,2024-01-18T07:36:42,82.242.195.99,AP-East,/db/admin,sso,94.04,"login,read,read,logout",macOS-14.2/ARM64|60:7a:c4:77:d2:16,normal
SVC-0029,service_account,2024-01-18T07:44:15,217.26.47.163,AP-South,/storage/delete,certificate,19.3,"connect,heartbeat,disconnect",macOS-14.2/ARM64|6b:af:68:87:fa:80,normal
DEV-0126,edge_device,2024-01-18T07:45:34,113.34.240.114,CA-Central,/api/users,certificate,40.76,"login,upload,verify,logout",ChromeOS-120/x86_64|fc:ed:e5:a5:a1:4d,normal
USR-0031,user,2024-01-18T07:46:35,111.65.21.79,AF-South,/api/data-export,token,18.75,"login,read,read,logout",macOS-14.2/ARM64|39:26:4c:12:bd:4b,normal
SVC-0052,service_account,2024-01-18T07:51:50,84.108.232.84,US-West,/api/settings,token,48.42,"login,view,logout",RHEL-9.3/x86_64|45:ec:5d:19:85:c2,normal
DEV-0070,edge_device,2024-01-18T07:55:37,41.122.88.142,AP-South,/db/admin,certificate,117.33,"login,upload,verify,logout",Ubuntu-22.04/x86_64|1e:32:6a:6c:87:29,normal
USR-0022,user,2024-01-18T07:59:52,74.216.249.40,AP-South,/network/firewall,sso,81.3,"connect,heartbeat,disconnect",RHEL-9.3/x86_64|54:c2:01:c7:87:e8,normal
SVC-0032,service_account,2024-01-18T08:00:12,200.208.79.237,AF-South,/api/logs,token,116.35,"login,upload,verify,logout",macOS-14.2/ARM64|14:b7:6b:7f:34:b5,normal
SVC-0159,service_account,2024-01-18T08:07:11,7.184.188.120,AP-South,/api/reports,password,137.06,"login,view,logout",Ubuntu-22.04/x86_64|72:3e:66:47:79:fc,normal
USR-0184,user,2024-01-18T08:10:33,26.211.169.184,EU-Central,/api/logs,biometric,43.12,"login,read,read,logout",FW-EdgeOS-3.1|7a:7c:19:73:77:1a,normal
SVC-0128,service_account,2024-01-18T08:11:19,116.96.164.155,AP-East,/api/logs,certificate,86.0,"login,upload,verify,logout",FW-EdgeOS-3.1|92:27:2e:c4:ec:15,normal
DEV-0070,edge_device,2024-01-18T08:23:43,41.122.88.142,AP-South,/db/admin,certificate,59.97,"login,read,read,logout",Ubuntu-22.04/x86_64|1e:32:6a:6c:87:29,normal
SVC-0135,service_account,2024-01-18T08:24:15,185.224.22.106,AP-South,/api/reports,token,70.24,"login,search,view,logout",iOS-17.2/ARM64|43:c0:4e:53:5c:54,normal
SVC-0124,service_account,2024-01-18T08:34:09,136.99.178.90,US-West,/db/read,biometric,33.48,"login,view,logout",ChromeOS-120/x86_64|ad:71:aa:56:27:3a,normal
DEV-0059,edge_device,2024-01-18T08:44:45,213.44.142.226,AF-South,/network/scan,biometric,72.61,"login,upload,verify,logout",Android-14/ARM64|f7:ee:df:89:a5:7d,normal
DEV-0179,edge_device,2024-01-18T08:46:11,144.166.244.135,US-West,/api/deploy,biometric,58.54,"login,read,read,logout",FW-EdgeOS-3.1|68:d2:f1:1f:46:6a,normal
USR-0172,user,2024-01-18T08:52:44,104.47.219.222,AP-South,/ssh/connect,password,0.21,"login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail",iOS-17.2/ARM64|87:bb:ce:bb:17:cd,brute_force
USR-0005,user,2024-01-18T09:07:41,42.189.181.54,SA-East,/storage/download,biometric,20.31,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|77:33:c2:8e:e8:ba,normal
USR-0071,user,2024-01-18T09:07:54,9.118.147.181,AP-South,/api/payments,biometric,84.05,"login,view,logout",FW-EdgeOS-3.1|50:01:d1:e6:f0:95,normal
DEV-0062,edge_device,2024-01-18T09:15:05,203.8.47.76,AF-South,/db/read,token,3.85,"connect,heartbeat,disconnect",Android-14/ARM64|d0:fa:7b:f3:fb:e5,normal
SVC-0177,service_account,2024-01-18T09:20:55,44.194.75.211,AF-South,/api/payments,certificate,116.76,"login,search,view,logout",ChromeOS-120/x86_64|0d:f2:87:74:1a:f5,normal
SVC-0180,service_account,2024-01-18T09:25:13,157.247.98.246,SA-East,/network/scan,certificate,83.14,"login,view,logout",Android-14/ARM64|a0:58:eb:af:b5:87,normal
USR-0033,user,2024-01-18T09:26:38,201.210.127.69,CA-Central,/api/data-export,token,56.24,"login,read,read,logout",iOS-17.2/ARM64|53:5a:d3:0c:5b:aa,normal
SVC-0129,service_account,2024-01-18T09:31:00,130.88.20.64,AP-South,/ssh/connect,biometric,106.82,"login,view,logout",Windows-11/22H2|4d:1f:e6:34:af:2b,normal
USR-0119,user,2024-01-18T09:35:59,154.28.3.53,US-West,/network/scan,certificate,52.44,"login,search,view,logout",Android-14/ARM64|91:f9:9d:17:70:ca,normal
DEV-0041,edge_device,2024-01-18T09:45:26,204.86.43.73,AP-South,/api/logs,certificate,7.3,"login,read,read,logout",Windows-11/22H2|a4:ee:e2:e2:6d:f2,normal
SVC-0177,service_account,2024-01-18T09:47:38,44.194.75.211,AF-South,/api/admin,certificate,110.56,"login,search,view,logout",ChromeOS-120/x86_64|0d:f2:87:74:1a:f5,normal
DEV-0051,edge_device,2024-01-18T09:49:49,152.13.42.165,AF-South,/db/admin,sso,66.71,"login,upload,verify,logout",Android-14/ARM64|cf:54:ef:41:0d:c9,normal
DEV-0130,edge_device,2024-01-18T09:52:51,100.209.173.174,ME-Central,/api/users,biometric,66.43,"login,view,logout",macOS-14.2/ARM64|e0:e0:51:ba:be:90,normal
SVC-0135,service_account,2024-01-18T10:06:49,185.224.22.106,AP-South,/storage/delete,token,67.27,"login,view,logout",iOS-17.2/ARM64|43:c0:4e:53:5c:54,normal
SVC-0180,service_account,2024-01-18T10:12:58,157.247.98.246,SA-East,/api/data-export,certificate,114.0,"login,view,logout",Android-14/ARM64|a0:58:eb:af:b5:87,normal
DEV-0014,edge_device,2024-01-18T10:22:14,68.216.108.238,US-East,/db/admin,token,104.6,"login,search,view,logout",Android-14/ARM64|f8:23:40:41:f3:54,normal
DEV-0142,edge_device,2024-01-18T10:24:46,141.216.56.199,AF-South,/api/reports,certificate,81.17,"login,view,logout",Ubuntu-22.04/x86_64|02:28:09:83:6e:4c,normal
SVC-0098,service_account,2024-01-18T10:26:12,7.167.113.166,ME-Central,/storage/download,biometric,8.93,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|86:c3:be:37:77:f1,normal
SVC-0060,service_account,2024-01-18T10:29:46,218.166.93.125,US-East,/api/deploy,sso,104.92,"connect,heartbeat,disconnect",Android-14/ARM64|7c:ed:c2:ac:0e:fd,normal
DEV-0130,edge_device,2024-01-18T10:30:31,100.209.173.174,AF-South,/network/vpn,biometric,59.0,"login,search,view,logout",macOS-14.2/ARM64|e0:e0:51:ba:be:90,normal
DEV-0140,edge_device,2024-01-18T10:56:08,8.163.50.215,EU-West,/api/configs,sso,93.84,"login,read,read,logout",macOS-14.2/ARM64|bf:78:c5:29:bf:72,normal
DEV-0154,edge_device,2024-01-18T11:01:41,93.196.16.155,US-West,/api/configs,biometric,87.77,"login,read,read,logout",Ubuntu-22.04/x86_64|e0:11:40:22:78:bb,normal
DEV-0125,edge_device,2024-01-18T11:11:57,45.78.38.46,AP-South,/api/users,sso,62.62,"login,read,read,logout",Android-14/ARM64|4b:78:34:4a:83:65,normal
DEV-0107,edge_device,2024-01-18T11:23:36,165.15.31.123,AP-South,/api/audit,certificate,145.62,"login,view,logout",Ubuntu-22.04/x86_64|37:e7:71:16:9a:ea,normal
SVC-0173,service_account,2024-01-18T11:24:41,25.201.191.204,US-East,/api/reports,biometric,11.61,"login,read,read,logout",FW-EdgeOS-3.1|25:c5:e6:8f:3c:41,normal
SVC-0197,service_account,2024-01-18T11:39:58,12.216.176.180,US-West,/api/configs,sso,93.15,"login,upload,verify,logout",ChromeOS-120/x86_64|0b:ca:82:01:6f:25,normal
DEV-0000,edge_device,2024-01-18T11:40:23,189.52.44.152,EU-West,/api/tokens,biometric,44.86,"login,view,logout",iOS-17.2/ARM64|39:0c:8c:7d:72:47,normal
SVC-0157,service_account,2024-01-18T11:51:12,35.37.231.45,US-West,/network/firewall,token,79.98,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|e4:6d:92:fb:66:3e,normal
USR-0153,user,2024-01-18T11:53:08,94.81.15.37,AF-South,/api/audit,token,16.21,"login,read,read,logout",FW-EdgeOS-3.1|b4:de:8c:1d:26:cf,normal
USR-0097,user,2024-01-18T11:57:19,4.135.63.117,EU-West,/api/settings,token,120.0,"login,read,read,logout",RHEL-9.3/x86_64|48:73:cb:bb:2e:ca,normal
DEV-0160,edge_device,2024-01-18T12:01:06,135.210.209.211,AP-South,/db/read,sso,51.86,"login,view,logout",Ubuntu-22.04/x86_64|42:2c:21:9e:cb:f5,normal
DEV-0163,edge_device,2024-01-18T12:01:24,163.140.64.161,AP-East,/network/vpn,token,7.53,"login,upload,verify,logout",Windows-11/22H2|73:b1:91:28:80:64,normal
SVC-0093,service_account,2024-01-18T12:01:38,3.25.254.214,EU-West,/api/payments,biometric,71.73,"login,search,view,logout",FW-EdgeOS-3.1|b7:97:97:0b:ca:8c,normal
USR-0184,user,2024-01-18T12:10:39,26.211.169.184,EU-Central,/network/vpn,password,28.83,"login,view,logout",FW-EdgeOS-3.1|7a:7c:19:73:77:1a,normal
USR-0112,user,2024-01-18T12:14:47,91.216.26.248,EU-Central,/db/read,password,56.49,"login,read,read,logout",iOS-17.2/ARM64|be:42:1e:a8:3e:d2,normal
DEV-0107,edge_device,2024-01-18T12:18:19,165.15.31.123,AP-South,/api/audit,certificate,101.1,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|37:e7:71:16:9a:ea,normal
SVC-0199,service_account,2024-01-18T12:18:29,31.91.201.136,AF-South,/network/firewall,password,103.72,"login,search,view,logout",IoT-RTOS-2.4|e5:c1:c0:29:44:b2,normal
DEV-0000,edge_device,2024-01-18T12:20:47,189.52.44.152,EU-West,/network/firewall,biometric,48.08,"login,read,read,logout",iOS-17.2/ARM64|39:0c:8c:7d:72:47,normal
DEV-0195,edge_device,2024-01-18T12:25:49,175.105.250.24,EU-West,/api/logs,sso,46.84,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|67:4c:54:a7:e2:3b,normal
DEV-0160,edge_device,2024-01-18T12:38:31,135.210.209.211,AP-South,/api/users,sso,45.74,"login,search,view,logout",Ubuntu-22.04/x86_64|42:2c:21:9e:cb:f5,normal
SVC-0058,service_account,2024-01-18T12:42:09,112.90.138.158,CA-Central,/db/write,certificate,83.46,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|fa:36:dd:b9:eb:4e,normal
SVC-0148,service_account,2024-01-18T12:43:49,81.158.203.254,US-East,/api/logs,certificate,127.7,"login,upload,verify,logout",FW-EdgeOS-3.1|12:96:67:16:66:15,normal
SVC-0074,service_account,2024-01-18T12:48:09,111.165.128.7,US-West,/api/settings,certificate,43.02,"login,read,read,logout",ChromeOS-120/x86_64|ce:8b:fc:e0:29:14,normal
DEV-0140,edge_device,2024-01-18T12:51:06,8.163.50.215,US-East,/network/firewall,sso,102.06,"login,view,logout",macOS-14.2/ARM64|bf:78:c5:29:bf:72,normal
USR-0035,user,2024-01-18T12:57:30,222.35.142.90,CA-Central,/db/write,biometric,79.39,"login,view,logout",ChromeOS-120/x86_64|72:0c:62:cc:a8:8e,normal
SVC-0143,service_account,2024-01-18T13:18:05,164.234.32.29,AF-South,/api/tokens,biometric,101.22,"connect,heartbeat,disconnect",IoT-RTOS-2.4|79:9a:3e:18:7a:d6,normal
SVC-0002,service_account,2024-01-18T13:20:15,40.110.172.27,AP-South,/api/audit,certificate,93.65,"login,view,logout",Ubuntu-22.04/x86_64|8e:03:51:d8:ae:8e,normal
SVC-0170,service_account,2024-01-18T13:30:40,130.234.123.56,US-West,/api/deploy,sso,85.75,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|ff:9d:fe:0b:2e:c9,normal
SVC-0057,service_account,2024-01-18T13:32:48,130.174.6.218,SA-East,/api/admin,biometric,20.55,"login,read,read,logout",iOS-17.2/ARM64|3d:15:b1:db:bd:23,normal
DEV-0044,edge_device,2024-01-18T13:36:29,13.127.62.117,CA-Central,/api/users,sso,13.63,"login,read,read,logout",Windows-11/22H2|02:36:d9:70:5a:ed,normal
USR-0181,user,2024-01-18T13:44:34,177.250.162.123,EU-Central,/storage/download,token,128.22,"login,search,view,logout",Windows-11/22H2|8e:98:73:98:93:6a,normal
SVC-0001,service_account,2024-01-18T13:45:55,144.101.214.57,SA-East,/api/admin,biometric,28.58,"login,read,read,logout",RHEL-9.3/x86_64|10:0f:2f:6f:77:0d,normal
SVC-0074,service_account,2024-01-18T14:06:35,111.165.128.7,US-West,/api/reports,certificate,34.47,"login,upload,verify,logout",ChromeOS-120/x86_64|ce:8b:fc:e0:29:14,normal
SVC-0191,service_account,2024-01-18T14:10:12,67.184.120.16,AP-South,/api/reports,password,52.14,"login,upload,verify,logout",ChromeOS-120/x86_64|78:e4:88:a8:9a:05,normal
DEV-0140,edge_device,2024-01-18T14:11:47,8.163.50.215,US-East,/ssh/connect,sso,97.19,"login,view,logout",macOS-14.2/ARM64|bf:78:c5:29:bf:72,normal
SVC-0191,service_account,2024-01-18T14:39:59,67.184.120.16,AP-South,/api/reports,password,47.71,"login,search,view,logout",ChromeOS-120/x86_64|78:e4:88:a8:9a:05,normal
SVC-0185,service_account,2024-01-18T14:43:12,123.102.147.83,CA-Central,/api/audit,password,55.51,"login,read,read,logout",iOS-17.2/ARM64|33:46:02:50:d0:f3,normal
DEV-0024,edge_device,2024-01-18T14:48:50,31.126.20.159,AP-South,/api/reports,biometric,56.16,"login,view,logout",IoT-RTOS-2.4|29:5f:23:22:78:ce,normal
USR-0168,user,2024-01-18T14:56:06,25.25.148.243,SA-East,/api/admin,certificate,26.27,"login,upload,verify,logout",RHEL-9.3/x86_64|ee:3e:88:e6:7e:48,normal
SVC-0055,service_account,2024-01-18T14:57:31,156.58.83.247,EU-Central,/api/deploy,token,61.83,"login,view,logout",Windows-11/22H2|3a:6f:ee:83:bc:55,normal
SVC-0185,service_account,2024-01-18T15:16:57,123.102.147.83,AF-South,/ssh/connect,password,35.28,"login,upload,verify,logout",iOS-17.2/ARM64|33:46:02:50:d0:f3,normal
DEV-0114,edge_device,2024-01-18T15:46:21,156.136.14.47,AP-East,/storage/download,password,115.11,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|bc:3a:8e:73:db:0d,normal
DEV-0024,edge_device,2024-01-18T15:59:01,31.126.20.159,AP-South,/api/data-export,biometric,52.85,"login,view,logout",IoT-RTOS-2.4|29:5f:23:22:78:ce,normal
DEV-0162,edge_device,2024-01-18T16:03:19,78.84.82.83,AF-South,/api/health,certificate,104.54,"login,read,read,logout",macOS-14.2/ARM64|5d:42:dd:1c:3f:4e,normal
SVC-0074,service_account,2024-01-18T16:20:08,111.165.128.7,US-West,/api/logs,certificate,40.66,"login,read,read,logout",ChromeOS-120/x86_64|ce:8b:fc:e0:29:14,normal
DEV-0024,edge_device,2024-01-18T16:20:28,31.126.20.159,AP-South,/api/settings,biometric,50.3,"login,view,logout",IoT-RTOS-2.4|29:5f:23:22:78:ce,normal
SVC-0148,service_account,2024-01-18T16:56:03,81.158.203.254,US-East,/api/payments,certificate,101.9,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|12:96:67:16:66:15,normal
SVC-0056,service_account,2024-01-18T17:55:35,20.124.52.179,AP-East,/api/settings,token,8.76,"login,read,read,logout",iOS-17.2/ARM64|37:0d:9f:c0:cb:65,normal
USR-0023,user,2024-01-19T02:25:43,13.244.80.15,ME-Central,/db/read,sso,9.98,"login,download,logout",FW-EdgeOS-3.1|97:6f:1d:1f:a0:1d,low_and_slow_exfiltration
DEV-0011,edge_device,2024-01-19T04:06:23,41.232.1.245,US-West,/storage/upload,biometric,14.69,"login,read,read,logout",Windows-11/22H2|3a:88:ae:39:96:de,normal
DEV-0151,edge_device,2024-01-19T04:58:33,140.150.164.27,ME-Central,/api/payments,sso,31.33,"login,search,view,logout",RHEL-9.3/x86_64|88:2a:d9:28:dc:5c,normal
SVC-0146,service_account,2024-01-19T05:03:10,188.53.170.35,CA-Central,/storage/delete,token,95.19,"login,read,read,logout",Windows-11/22H2|81:08:b6:22:b0:7b,normal
SVC-0189,service_account,2024-01-19T05:15:31,157.207.218.132,EU-West,/api/payments,certificate,99.32,"login,search,view,logout",Ubuntu-22.04/x86_64|5f:07:ac:97:62:59,normal
DEV-0085,edge_device,2024-01-19T05:29:15,217.225.51.135,EU-West,/storage/download,biometric,74.06,"login,upload,verify,logout",FW-EdgeOS-3.1|4d:fd:12:40:a9:33,normal
USR-0155,user,2024-01-19T05:40:34,136.187.203.81,US-West,/network/firewall,biometric,62.3,"login,upload,verify,logout",Ubuntu-22.04/x86_64|e6:bd:be:e3:27:46,normal
SVC-0095,service_account,2024-01-19T05:53:07,192.212.89.52,ME-Central,/api/deploy,certificate,65.51,"login,upload,verify,logout",Ubuntu-22.04/x86_64|11:ba:43:2e:97:a7,normal
DEV-0085,edge_device,2024-01-19T06:02:56,217.225.51.135,EU-West,/api/deploy,biometric,85.59,"login,upload,verify,logout",FW-EdgeOS-3.1|4d:fd:12:40:a9:33,normal
